"";"id";"name";"text";"power";"toughness";"manaCost";"convertedManaCost";"specificManaCost";"colorIdentity";"type1";"type2"
"2634";6165;"Frozen Shade";"{B}: Frozen Shade gets +1/+1 until end of turn.";"0";"1";"{2}{B}";3;1;"B";"Creature";"Shade"
"2635";6168;"Fruitcake Elemental";"Fruitcake Elemental is indestructible.
At the end of your turn, Fruitcake Elemental deals 7 damage to you.
{3}: Target player gains control of Fruitcake Elemental.";"7";"7";"{1}{G}{G}";3;2;"G";"Creature";"Elemental"
"2636";6171;"Fugitive Druid";"Whenever Fugitive Druid becomes the target of an Aura spell, you draw a card.";"3";"2";"{3}{G}";4;1;"G";"Creature";"Human Druid"
"2637";6172;"Fugitive Wizard";"";"1";"1";"{U}";1;1;"U";"Creature";"Human Wizard"
"2638";6176;"Fulminator Mage";"Sacrifice Fulminator Mage: Destroy target nonbasic land.";"2";"2";"{1}{B/R}{B/R}";3;2;"B";"Creature";"Elemental Shaman"
"2639";6179;"Fume Spitter";"Sacrifice Fume Spitter: Put a -1/-1 counter on target creature.";"1";"1";"{B}";1;1;"B";"Creature";"Horror"
"2640";6185;"Fungal Behemoth";"Fungal Behemoth's power and toughness are each equal to the number of +1/+1 counters on creatures you control.
Suspend X—{X}{G}{G}. X can't be 0. (Rather than cast this card from your hand, you may pay {X}{G}{G} and exile it with X time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)
Whenever a time counter is removed from Fungal Behemoth while it's exiled, you may put a +1/+1 counter on target creature.";"*";"*";"{3}{G}";4;1;"G";"Creature";"Fungus"
"2641";6190;"Fungal Shambler";"Trample
Whenever Fungal Shambler deals damage to an opponent, you draw a card and that opponent discards a card.";"6";"4";"{4}{B}{G}{U}";7;3;"B";"Creature";"Fungus Beast"
"2642";6192;"Fungus Elemental";"{G}, Sacrifice a Forest: Put a +2/+2 counter on Fungus Elemental. Activate this ability only if Fungus Elemental entered the battlefield this turn.";"3";"3";"{3}{G}";4;1;"G";"Creature";"Fungus Elemental"
"2643";6193;"Fungus Sliver";"All Sliver creatures have ""Whenever this creature is dealt damage, put a +1/+1 counter on it."" (The damage is dealt before the counter is put on.)";"2";"2";"{3}{G}";4;1;"G";"Creature";"Fungus Sliver"
"2644";6194;"Fungusaur";"Whenever Fungusaur is dealt damage, put a +1/+1 counter on it.";"2";"2";"{3}{G}";4;1;"G";"Creature";"Fungus Dinosaur"
"2645";6198;"Furnace Brood";"{R}: Target creature can't be regenerated this turn.";"3";"3";"{3}{R}";4;1;"R";"Creature";"Elemental"
"2646";6200;"Furnace Dragon";"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying
When Furnace Dragon enters the battlefield, if you cast it from your hand, exile all artifacts.";"5";"5";"{6}{R}{R}{R}";9;3;"R";"Creature";"Dragon"
"2647";6202;"Furnace Scamp";"Whenever Furnace Scamp deals combat damage to a player, you may sacrifice it. If you do, Furnace Scamp deals 3 damage to that player.";"1";"1";"{R}";1;1;"R";"Creature";"Beast"
"2648";6203;"Furnace Spirit";"Haste
{R}: Furnace Spirit gets +1/+0 until end of turn.";"1";"1";"{2}{R}";3;1;"R";"Creature";"Spirit"
"2649";6204;"Furnace Whelp";"Flying (This creature can't be blocked except by creatures with flying or reach.)
{R}: Furnace Whelp gets +1/+0 until end of turn.";"2";"2";"{2}{R}{R}";4;2;"R";"Creature";"Dragon"
"2650";6207;"Furtive Homunculus";"Skulk (This creature can't be blocked by creatures with greater power.)";"2";"1";"{1}{U}";2;1;"U";"Creature";"Homunculus"
"2651";6209;"Fury Sliver";"All Sliver creatures have double strike.";"3";"3";"{5}{R}";6;1;"R";"Creature";"Sliver"
"2652";6212;"Furyblade Vampire";"Trample
At the beginning of combat on your turn, you may discard a card. If you do, Furyblade Vampire gets +3/+0 until end of turn.";"1";"2";"{1}{R}";2;1;"R";"Creature";"Vampire Berserker"
"2653";6213;"Furyborn Hellkite";"Bloodthirst 6 (If an opponent was dealt damage this turn, this creature enters the battlefield with six +1/+1 counters on it.)
Flying";"6";"6";"{4}{R}{R}{R}";7;3;"R";"Creature";"Dragon"
"2654";6214;"Furystoke Giant";"When Furystoke Giant enters the battlefield, other creatures you control gain ""{T}: This creature deals 2 damage to any target"" until end of turn.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)";"3";"3";"{3}{R}{R}";5;2;"R";"Creature";"Giant Warrior"
"2655";6215;"Fusion Elemental";"";"8";"8";"{W}{U}{B}{R}{G}";5;5;"B";"Creature";"Elemental"
"2656";6217;"Fylamarid";"Flying
Fylamarid can't be blocked by blue creatures.
{U}: Target creature becomes blue until end of turn.";"1";"3";"{1}{U}{U}";3;2;"U";"Creature";"Squid Beast"
"2657";6220;"Fyndhorn Brownie";"{2}{G}, {T}: Untap target creature.";"1";"1";"{2}{G}";3;1;"G";"Creature";"Ouphe"
"2658";6221;"Fyndhorn Druid";"When Fyndhorn Druid dies, if it was blocked this turn, you gain 4 life.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Elf Druid"
"2659";6222;"Fyndhorn Elder";"{T}: Add {G}{G}.";"1";"1";"{2}{G}";3;1;"G";"Creature";"Elf Druid"
"2660";6223;"Fyndhorn Elves";"{T}: Add {G}.";"1";"1";"{G}";1;1;"G";"Creature";"Elf Druid"
"2661";6229;"Gaea's Avenger";"Gaea's Avenger's power and toughness are each equal to 1 plus the number of artifacts your opponents control.";"1+*";"1+*";"{1}{G}{G}";3;2;"G";"Creature";"Treefolk"
"2662";6235;"Gaea's Herald";"Creature spells can't be countered.";"1";"1";"{1}{G}";2;1;"G";"Creature";"Elf"
"2663";6236;"Gaea's Liege";"As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.
{T}: Target land becomes a Forest until Gaea's Liege leaves the battlefield.";"*";"*";"{3}{G}{G}{G}";6;3;"G";"Creature";"Avatar"
"2664";6238;"Gaea's Protector";"Gaea's Protector must be blocked if able.";"4";"2";"{3}{G}";4;1;"G";"Creature";"Elemental Warrior"
"2665";6239;"Gaea's Revenge";"This spell can't be countered.
Haste
Gaea's Revenge can't be the target of nongreen spells or abilities from nongreen sources.";"8";"5";"{5}{G}{G}";7;2;"G";"Creature";"Elemental"
"2666";6240;"Gaea's Skyfolk";"Flying";"2";"2";"{G}{U}";2;2;"G";"Creature";"Elf Merfolk"
"2667";6245;"Galecaster Colossus";"Tap an untapped Wizard you control: Return target nonland permanent you don't control to its owner's hand.";"5";"6";"{5}{U}{U}";7;2;"U";"Creature";"Giant Wizard"
"2668";6246;"Galepowder Mage";"Flying
Whenever Galepowder Mage attacks, exile another target creature. Return that card to the battlefield under its owner's control at the beginning of the next end step.";"3";"3";"{3}{W}";4;1;"W";"Creature";"Kithkin Wizard"
"2669";6247;"Galerider Sliver";"Sliver creatures you control have flying.";"1";"1";"{U}";1;1;"U";"Creature";"Sliver"
"2670";6249;"Galina's Knight";"Protection from red";"2";"2";"{W}{U}";2;2;"U";"Creature";"Merfolk Knight"
"2671";6250;"Gallant Cavalry";"Vigilance (Attacking doesn't cause this creature to tap.)
When Gallant Cavalry enters the battlefield, create a 2/2 white Knight creature token with vigilance.";"2";"2";"{3}{W}";4;1;"W";"Creature";"Human Knight"
"2672";6252;"Galloping Lizrog";"Trample
When Galloping Lizrog enters the battlefield, you may remove any number of +1/+1 counters from among creatures you control. If you do, put twice that many +1/+1 counters on Galloping Lizrog.";"3";"3";"{3}{G}{U}";5;2;"G";"Creature";"Frog Lizard"
"2673";6254;"Gallows Warden";"Flying
Other Spirit creatures you control get +0/+1.";"3";"3";"{4}{W}";5;1;"W";"Creature";"Spirit"
"2674";6256;"Galvanic Alchemist";"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Galvanic Alchemist is paired with another creature, each of those creatures has ""{2}{U}: Untap this creature.""";"1";"4";"{2}{U}";3;1;"U";"Creature";"Human Wizard"
"2675";6262;"Galvanoth";"At the beginning of your upkeep, you may look at the top card of your library. If it's an instant or sorcery card, you may cast it without paying its mana cost.";"3";"3";"{3}{R}{R}";5;2;"R";"Creature";"Beast"
"2676";6268;"Game-Trail Changeling";"Changeling (This card is every creature type.)
Trample";"4";"4";"{3}{G}{G}";5;2;"G";"Creature";"Shapeshifter"
"2677";6269;"Gamekeeper";"When Gamekeeper dies, you may exile it. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield and put all other cards revealed this way into your graveyard.";"2";"2";"{3}{G}";4;1;"G";"Creature";"Elf"
"2678";6271;"Gang of Devils";"When Gang of Devils dies, it deals 3 damage divided as you choose among one, two, or three targets.";"3";"3";"{5}{R}";6;1;"R";"Creature";"Devil"
"2679";6272;"Gang of Elk";"Whenever Gang of Elk becomes blocked, it gets +2/+2 until end of turn for each creature blocking it.";"5";"4";"{5}{G}";6;1;"G";"Creature";"Elk Beast"
"2680";6273;"Gangrenous Goliath";"Tap three untapped Clerics you control: Return Gangrenous Goliath from your graveyard to your hand.";"4";"4";"{3}{B}{B}";5;2;"B";"Creature";"Zombie Giant"
"2681";6274;"Gangrenous Zombies";"{T}, Sacrifice Gangrenous Zombies: Gangrenous Zombies deals 1 damage to each creature and each player. If you control a snow Swamp, Gangrenous Zombies deals 2 damage to each creature and each player instead.";"2";"2";"{1}{B}{B}";3;2;"B";"Creature";"Zombie"
"2682";6275;"Garbage Elemental";"Frenzy 2 (Whenever this creature attacks and isn't blocked, it gets +2/+0 until end of turn.)
Garbage Elemental can't be blocked by wordy creatures. (A creature is wordy if it has four or more lines of rules text.)";"2";"4";"{4}{R}";5;1;"R";"Creature";"Elemental"
"2683";6276;"Garbage Elemental (b)";"When Garbage Elemental enters the battlefield, it assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)";"3";"1";"{4}{R}";5;1;"R";"Creature";"Elemental Rigger"
"2684";6277;"Garbage Elemental (c)";"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)
When Garbage Elemental enters the battlefield, roll two six-sided dice. Create a number of 1/1 red Goblin creature tokens equal to the difference between those results.";"3";"2";"{4}{R}";5;1;"R";"Creature";"Elemental"
"2685";6278;"Garbage Elemental (d)";"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)
When Garbage Elemental enters the battlefield, roll a six-sided die. Garbage Elemental deals damage equal to the result to target opponent or planeswalker.";"3";"3";"{4}{R}";5;1;"R";"Creature";"Elemental"
"2686";6279;"Garbage Elemental (e)";"Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)
Each creature you control with any kind of counter on it has art menace. (They can't be blocked except by creatures with two or more visible figures in their art.)";"4";"3";"{4}{R}";5;1;"R";"Creature";"Elemental"
"2687";6280;"Garbage Elemental (f)";"Last strike (This creature deals combat damage after creatures without last strike.)
Battalion — Whenever Garbage Elemental and at least two other creatures attack, target creature can't block this turn.";"6";"5";"{4}{R}";5;1;"R";"Creature";"Elemental"
"2688";6282;"Gargantuan Gorilla";"At the beginning of your upkeep, you may sacrifice a Forest. If you sacrifice a snow Forest this way, Gargantuan Gorilla gains trample until end of turn. If you don't sacrifice a Forest, sacrifice Gargantuan Gorilla and it deals 7 damage to you.
{T}: Gargantuan Gorilla deals damage equal to its power to another target creature. That creature deals damage equal to its power to Gargantuan Gorilla.";"7";"7";"{4}{G}{G}{G}";7;3;"G";"Creature";"Ape"
"2689";6286;"Garrison Sergeant";"Garrison Sergeant has double strike as long as you control a Gate.";"3";"3";"{3}{R}{W}";5;2;"R";"Creature";"Viashino Soldier"
"2690";6290;"Garruk's Companion";"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)";"3";"2";"{G}{G}";2;2;"G";"Creature";"Beast"
"2691";6291;"Garruk's Horde";"Trample
Play with the top card of your library revealed.
You may cast the top card of your library if it's a creature card. (Do this only any time you could cast that creature card. You still pay the spell's costs.)";"7";"7";"{5}{G}{G}";7;2;"G";"Creature";"Beast"
"2692";6292;"Garruk's Packleader";"Whenever another creature with power 3 or greater enters the battlefield under your control, you may draw a card.";"4";"4";"{4}{G}";5;1;"G";"Creature";"Beast"
"2693";6297;"Garrulous Sycophant";"At the beginning of your end step, if you're the monarch, each opponent loses 1 life and you gain 1 life.";"1";"4";"{2}{B}";3;1;"B";"Creature";"Human Advisor"
"2694";6299;"Garza's Assassin";"Sacrifice Garza's Assassin: Destroy target nonblack creature.
Recover—Pay half your life, rounded up. (When another creature is put into your graveyard from the battlefield, you may pay half your life, rounded up. If you do, return this card from your graveyard to your hand. Otherwise, exile this card.)";"2";"2";"{B}{B}{B}";3;3;"B";"Creature";"Human Assassin"
"2695";6302;"Gate Hound";"Creatures you control have vigilance as long as Gate Hound is enchanted.";"1";"1";"{2}{W}";3;1;"W";"Creature";"Hound"
"2696";6307;"Gatebreaker Ram";"Gatebreaker Ram gets +1/+1 for each Gate you control.
As long as you control two or more Gates, Gatebreaker Ram has vigilance and trample.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Sheep"
"2697";6308;"Gatecreeper Vine";"Defender
When Gatecreeper Vine enters the battlefield, you may search your library for a basic land card or a Gate card, reveal it, put it into your hand, then shuffle your library.";"0";"2";"{1}{G}";2;1;"G";"Creature";"Plant"
"2698";6310;"Gatekeeper of Malakir";"Kicker {B} (You may pay an additional {B} as you cast this spell.)
When Gatekeeper of Malakir enters the battlefield, if it was kicked, target player sacrifices a creature.";"2";"2";"{B}{B}";2;2;"B";"Creature";"Vampire Warrior"
"2699";6313;"Gateway Shade";"{B}: Gateway Shade gets +1/+1 until end of turn.
Tap an untapped Gate you control: Gateway Shade gets +2/+2 until end of turn.";"1";"1";"{2}{B}";3;1;"B";"Creature";"Shade"
"2700";6314;"Gateway Sneak";"Whenever a Gate enters the battlefield under your control, Gateway Sneak can't be blocked this turn.
Whenever Gateway Sneak deals combat damage to a player, draw a card.";"1";"3";"{2}{U}";3;1;"U";"Creature";"Vedalken Rogue"
"2701";6315;"Gathan Raiders";"Hellbent — Gathan Raiders gets +2/+2 as long as you have no cards in hand.
Morph—Discard a card. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)";"3";"3";"{3}{R}{R}";5;2;"R";"Creature";"Human Warrior"
"2702";6320;"Gatherer of Graces";"Gatherer of Graces gets +1/+1 for each Aura attached to it.
Sacrifice an Aura: Regenerate Gatherer of Graces.";"1";"2";"{1}{G}";2;1;"G";"Creature";"Human Druid"
"2707";6329;"Gavony Ironwright";"Fateful hour — As long as you have 5 or less life, other creatures you control get +1/+4.";"1";"4";"{2}{W}";3;1;"W";"Creature";"Human Soldier"
"2708";6331;"Gavony Unhallowed";"Whenever another creature you control dies, put a +1/+1 counter on Gavony Unhallowed.";"2";"4";"{3}{B}";4;1;"B";"Creature";"Zombie"
"2709";6337;"Gearseeker Serpent";"This spell costs {1} less to cast for each artifact you control.
{5}{U}: Gearseeker Serpent can't be blocked this turn.";"5";"6";"{5}{U}{U}";7;2;"U";"Creature";"Serpent"
"2710";6338;"Gearshift Ace";"First strike
Whenever Gearshift Ace crews a Vehicle, that Vehicle gains first strike until end of turn.";"2";"1";"{1}{W}";2;1;"W";"Creature";"Dwarf Pilot"
"2711";6340;"Gearsmith Prodigy";"Gearsmith Prodigy gets +1/+0 as long as you control an artifact.";"1";"2";"{U}";1;1;"U";"Creature";"Human Artificer"
"2713";6344;"Geist Trappers";"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Geist Trappers is paired with another creature, both creatures have reach.";"3";"5";"{4}{G}";5;1;"G";"Creature";"Human Warrior"
"2714";6346;"Geist of the Archives";"Defender
At the beginning of your upkeep, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)";"0";"4";"{2}{U}";3;1;"U";"Creature";"Spirit"
